#1 tweet_content	#2 country_label
انا لا اخاف الاشخاص بل اخاف الحب نفسه كيف يمكنه الصعود بخف السقوط كجبل	Iraq
كذبه ابريل بنت تزوجت بدون ماتاخذ مهر	Iraq
لان اصلا ماعدهم حياه حته ديكملوها	Iraq
هنرجع تانى يا حبىبى	Egypt
يلا لازم تنزلون حق يلاا دام وصلكم مال الكليه واللى برا فمالكم حجه لوسمحتوا نزلولنا	Kuwait
الاحلام النى كانت تعدنا بها الايام اصبحت اوهام مقفوله	Algeria
ان شاءالله بتوند از شرش راحت بشد	Iraq
الل انى اسالك النعيم يوم القيامه والامن يوم الخوف	Egypt
مقبوله انشاء الله ولا تنسونا فى دعائكم	Egypt
هه لا انتى موغفه بعدج مسادته	Iraq
اول مره برجع من جامعه مبسوطه وحقىقى خرا طب المنوفيه فعلا مع احترامى للعاملين واللى بيدرسو فيها	Palestine
اللهم اجعل اختبارى كشربه الماء الهمنى الصواب وحسن الجواب ربى وفقنى وسهل على ما اخاف تعسيره يارب ليس بجهدى ولا اجتهادى انما بتوفيقك	Saudi_Arabia
اللهم اشفى كل مريض	Saudi_Arabia
على كل حال الله يعطيهم العافيه فريق النشاما بس لوانهم حلقوا شعراتهم مثل الناس اللى الله خلقها كان ممكن يربحو	Jordan
وبحبك انا انا بحبك انا وىخلىكى ليا روح قللبى فرفشه جميلله وقمرر زى صاحبتها	Egypt
انا اول مره بسمع بضيعه اسمها حمص اصلا كنت مفكره بيحكو عن ىلى بيتاكل	Tunisia
دراسه جدوى بكرا	Egypt
الان فى ولايه خصب ورشه الكاريزما ومواجهه الجمهور يقدمها المبدع طلال الرواحى	Oman
ركز شوى بارك الله فيك	Oman
اقرىى وستجدين الجواب	Morocco
لاتشعر المراه بالراحه الا اذا وضعت راسها على صدر الرجل لانها خلقت من ضلعه	Algeria
شفت بحىاتى ناس تنحط فوق الراس تخجلك بافعالها وشفت بحىاتى ناس مقامها تحت المداس تستاهل ماجا لها	Jordan
الح الاول لا يموت بل ىاتى الح الحقىقى لـ يدفنه حى	Iraq
بحاول استوعب جىمى اللى بيتكلم	Egypt
مش فاهم حاجه	Egypt
حول مقالى اميركا مع ايران عصا دون جزره	Syria
مبدا عدم الصلاه بمسجد به ضريح هو المقصود فهولاء يتهموننا باننا نصلى لصاحب الضريح وكانهم اوصياء على نياتنا مع اننا كلنا نصلى لله الواحد الاحد ولكنه مرض الوصايه	Egypt
كان الحياه كلها هى ان اكون حم ال لحياه ليست لى	Saudi_Arabia
والله يابو ممدوح حتى مطار جده نفس الكلام	Saudi_Arabia
انظر لـ عىناى جدا لترى انها امتلئت بك واكتفت	Qatar
نوع اخر من الجمال	Egypt
العزه والعظمه لله لرسوله وللممنين ان تنصروا الله ينصركم ويثبث اقدامكم سلام عليكم يا اهل فلسطين شعبا وارضا سلام عليكم يا اهل اليمن ارض وشعب يا اهل اليمن سلام على رجال وجند الله المقاومه ومحوارها وكل اطيافها ابنما كانوا من هنا من المغرب الاقصى	Morocco
يا الله يا وسيم رهييب كيف بتنئى الاغانى اللى بتلبق لصوتك	Syria
خوش دحلقن تر دا	Iraq
لن ساعدك النوم فى شيء ان كانت روحك هى الم تعبه	Morocco
انت طيب يا خليفه يارب بهدلنى خالص والله حسبى الله	Egypt
امين ىاربى بس واكعه براس الناس المساكين وهذولاك اخر همهم	Iraq
متنساش باسم تجيب فينا جون	Egypt
يا ربى انا هبطل اطفى سجاير مشاعر الناس لحد امتى	Egypt
ماهو اكتشاف غريب لكائن يعرف بـ انثى القرمط العنيده	Libya
للحد من التلوث ومكافحه الحشرات تواصل اداره الخدمات الصحه العامه اعمالها بالمشعليه بلديه الحصينيه	Syria
عظمتك تكم فى كل لحظه قررت فيها الاستسلام ثم لم تستسلم	Egypt
الديناصور هو الوحيد اللى عرف دنيا هاذى مقوده وانقرض بكرى	Algeria
تماما مش مطلوب هيك اشخاص علما انه الموجودين مش افضل منه	Jordan
ابقوا سووه يا اختى	Egypt
لا انت الصادق عنست	Egypt
ودى اقوله احبك	United_Arab_Emirates
ار اى غل لا ـر ـا بد اخ تف ائ لو بـ الخ ــد وه	Algeria
يالله اجبر خواطرنا بما يرضيك ويرضينا	Egypt
لمنتسبى التربيه ابناكم بدون كتب يا ليت تهونوا الامر وتدلوهم لهذا التطبيق فيه كل مناهج التعليم العام	Yemen
افرح يا عندليب مبنى المخابرات بيتحرق	Egypt
ريتويت ونعمل فولو لبعض مصريه كارما والفولورز	Egypt
اربعينيه الح سين منهاج واضح التيميه يسيطرون على المدن الاسلامى ليسل موها الى الغزاه	Iraq
الف مبروك يابو سعود ولله يتمم على خير	United_Arab_Emirates
نشط كل دقيقه اخى الكريم والشاحنات شغاله  ساعه	Iraq
قسم اول مره اوافقها صدق كلامها	Iraq
التوقع صعب من بيفوز فى مباره اليوم الكلاسيكو	Libya
ماذا فعل صالحونا قرون الضعف لما اثروا العباده زواياهم وتركوا لغيرهم اكتشاف استراليا والدنيا الجديده ونقل عقائده وتقاليده اليهما الغزالى	Egypt
يدخلون الجنه بغير حساب اللهم اجعلنا منهم شاهد غرد بذكر الله دعاء لربى	Mauritania
اسلم مساء الامس احد الاخوه فى افطار صائم بمسجد الدهىشى وقد لقنه الشهادتين الشيخ عبد الكريم ال مشهور حفظه الله ورعاه	Saudi_Arabia
اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه وسلم	Syria
الـ دى عجبنى نفسى يتحط فـ حقائق علميه احنا عندنا فعلا شباب ممكن تعاكس لمجرد الملل	Egypt
والمشكله اقولها ماحب اتكلم تلفون سولفىلى وتساب كتابه احسن ىعنى شقول بعد اقولها كليزق واطلعى من حىاتى	Syria
ات ال ال اه  ال جم ال اح ان اب  ال او ان	Iraq
هه عالتويت بس نقصد	Libya
انا اخرى اشاركك الاكل غير كدا ماوعدكيش	Egypt
صباح الورد والياسمين	Algeria
لقد نال من التظاهر بان الامور الصغيره لا تذى	Morocco
الاختصاص المسطره الاجراءات امام المحاكم الاداريه	Morocco
صباح بلون ابيض قاتم صباح الخير	Sudan
الاخوه الاحباب هلاء العملاء هم خطر حقىقى على ابناء شعبنا الفلسطىنى فعلى اخواننا الحذر الشديد منهم وايضا نامل من	Palestine
طيب ركز انت حتشوف ان اغلب الاظهره اليسار بيسجلون عكس الاعبين الاخرين وعمك غروسو ببسلم عليك	Morocco
دا سبب مقنع انى اول ما هجيلك هخلى طريقه كله نور بعد ما كان مضلم	Egypt
فديتك والله لك فى داخلى حب كبيير يا رب احفظه	Bahrain
ساكم بسمه تزيح عن كتافكم وجاع ياه	Oman
تگولهم مستقل يجيبون مستقيل يسقط محمد شياع السودانى	Iraq
متسلقين منافقين زى بعض امعا الواقف زى الحربه حشا الحربه منهم لاشكال الساقطه	Libya
سبحان الله وبحمده سبحان الله العظيم	Morocco
هيا نضحكوا قاع	Algeria
خوا پاكيان به كا ته وا	Iraq
انتبهوا للامن الداخلى اولا فى الملاهى الحلال وثم اسقاط الولايه بعد سن ومن ثم ابداوا بتحرير العالم	Yemen
للبيع اكسنت وردى ووداخليه موف استخدام حشمه	Syria
قالوا ااذا متنا وكنا ترابا وعظاما اانا لمبعوثون	Egypt
لا تجرح قلبا اعطاك اجمل ما يملك	United_Arab_Emirates
هو اصلا مفيش حاجه اسمها صحاب الا البنات مع البنات	Egypt
قلتوا لما خرج كريستيانو اصبح الفريق جماعى اكثر وتحرر بيل وبنزيمه واضح وشفنا ال فى المباراه	Iraq
